routing_id,task_id,selected_model_id,fallback_model_id,rejected_models,rejection_reasons,utility_score,quality_component,latency_component,cost_component,safety_component,reliability_component,routing_reason,constraint_summary,constraint_violation_flag,created_at
route_task_00020,task_00020,fallback_model,fallback_model,"[""accurate_large_model"", ""balanced_general_model"", ""cheap_batch_model"", ""code_specialist_model"", ""experimental_canary_model"", ""fallback_model"", ""fast_small_model"", ""finance_domain_model"", ""healthcare_domain_model"", ""safety_guarded_model""]","{""accurate_large_model"": [""latency_constraint_failed"", ""cost_constraint_failed""], ""balanced_general_model"": [""latency_constraint_failed""], ""cheap_batch_model"": [""unsupported_task_type"", ""unsupported_domain"", ""latency_constraint_failed"", ""quality_bar_failed""], ""code_specialist_model"": [""unsupported_task_type"", ""latency_constraint_failed"", ""cost_constraint_failed"", ""quality_bar_failed""], ""experimental_canary_model"": [""latency_constraint_failed"", ""cost_constraint_failed""], ""fallback_model"": [""latency_constraint_failed"", ""quality_bar_failed""], ""fast_small_model"": [""quality_bar_failed""], ""finance_domain_model"": [""unsupported_task_type"", ""unsupported_domain"", ""latency_constraint_failed"", ""cost_constraint_failed"", ""quality_bar_failed""], ""healthcare_domain_model"": [""unsupported_task_type"", ""unsupported_domain"", ""latency_constraint_failed"", ""cost_constraint_failed""], ""safety_guarded_model"": [""model_class_not_allowed"", ""latency_constraint_failed"", ""cost_constraint_failed""]}",0.6127,0.62,0.0,0.0,1.0,0.99,fallback selected because no model satisfied all constraints,"{""risk_level"": ""medium"", ""safety_required"": false, ""max_latency_ms"": 450, ""max_cost_usd"": 0.003, ""min_quality_score"": 0.76, ""constraint_violation_flag"": true}",True,2026-01-15T12:00:00+00:00
route_task_00021,task_00021,balanced_general_model,fallback_model,"[""accurate_large_model"", ""cheap_batch_model"", ""code_specialist_model"", ""experimental_canary_model"", ""fallback_model"", ""fast_small_model"", ""finance_domain_model"", ""healthcare_domain_model"", ""safety_guarded_model""]","{""accurate_large_model"": [""cost_constraint_failed""], ""cheap_batch_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""quality_bar_failed""], ""code_specialist_model"": [""cost_constraint_failed""], ""experimental_canary_model"": [""model_class_not_allowed"", ""cost_constraint_failed""], ""fallback_model"": [""quality_bar_failed""], ""fast_small_model"": [""model_class_not_allowed"", ""quality_bar_failed""], ""finance_domain_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""cost_constraint_failed""], ""healthcare_domain_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""cost_constraint_failed""], ""safety_guarded_model"": [""model_class_not_allowed"", ""cost_constraint_failed""]}",0.6674,0.79,0.5353,0.1261,0.5735,0.96,selected highest utility model after hard constraints,"{""risk_level"": ""low"", ""safety_required"": false, ""max_latency_ms"": 1600, ""max_cost_usd"": 0.003, ""min_quality_score"": 0.65, ""constraint_violation_flag"": false}",False,2026-01-15T12:00:00+00:00
route_task_00022,task_00022,fallback_model,fallback_model,"[""accurate_large_model"", ""balanced_general_model"", ""cheap_batch_model"", ""code_specialist_model"", ""experimental_canary_model"", ""fallback_model"", ""fast_small_model"", ""finance_domain_model"", ""healthcare_domain_model"", ""safety_guarded_model""]","{""accurate_large_model"": [""safety_gate_failed"", ""cost_constraint_failed""], ""balanced_general_model"": [""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""cheap_batch_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""code_specialist_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""experimental_canary_model"": [""model_class_not_allowed"", ""safety_gate_failed""], ""fallback_model"": [""quality_bar_failed""], ""fast_small_model"": [""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""finance_domain_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""healthcare_domain_model"": [""model_class_not_allowed"", ""quality_bar_failed""], ""safety_guarded_model"": [""quality_bar_failed""]}",0.6127,0.62,0.0,0.0,1.0,0.99,fallback selected because no model satisfied all constraints,"{""risk_level"": ""high"", ""safety_required"": true, ""max_latency_ms"": 1600, ""max_cost_usd"": 0.0065, ""min_quality_score"": 0.86, ""constraint_violation_flag"": true}",True,2026-01-15T12:00:00+00:00
route_task_00023,task_00023,fallback_model,fallback_model,"[""accurate_large_model"", ""balanced_general_model"", ""cheap_batch_model"", ""code_specialist_model"", ""experimental_canary_model"", ""fallback_model"", ""fast_small_model"", ""finance_domain_model"", ""healthcare_domain_model"", ""safety_guarded_model""]","{""accurate_large_model"": [""cost_constraint_failed""], ""balanced_general_model"": [""cost_constraint_failed""], ""cheap_batch_model"": [""unsupported_domain"", ""quality_bar_failed""], ""code_specialist_model"": [""unsupported_task_type"", ""unsupported_domain"", ""cost_constraint_failed""], ""experimental_canary_model"": [""cost_constraint_failed""], ""fallback_model"": [""cost_constraint_failed"", ""quality_bar_failed""], ""fast_small_model"": [""quality_bar_failed""], ""finance_domain_model"": [""unsupported_task_type"", ""unsupported_domain"", ""cost_constraint_failed""], ""healthcare_domain_model"": [""unsupported_task_type"", ""cost_constraint_failed""], ""safety_guarded_model"": [""model_class_not_allowed"", ""cost_constraint_failed""]}",0.6127,0.62,0.0,0.0,1.0,0.99,fallback selected because no model satisfied all constraints,"{""risk_level"": ""low"", ""safety_required"": false, ""max_latency_ms"": 1600, ""max_cost_usd"": 0.0009, ""min_quality_score"": 0.65, ""constraint_violation_flag"": true}",True,2026-01-15T12:00:00+00:00
route_task_00024,task_00024,balanced_general_model,fallback_model,"[""accurate_large_model"", ""cheap_batch_model"", ""code_specialist_model"", ""experimental_canary_model"", ""fallback_model"", ""fast_small_model"", ""finance_domain_model"", ""healthcare_domain_model"", ""safety_guarded_model""]","{""accurate_large_model"": [""cost_constraint_failed""], ""cheap_batch_model"": [""quality_bar_failed""], ""code_specialist_model"": [""cost_constraint_failed""], ""experimental_canary_model"": [""cost_constraint_failed""], ""fallback_model"": [""quality_bar_failed""], ""fast_small_model"": [""quality_bar_failed""], ""finance_domain_model"": [""cost_constraint_failed""], ""healthcare_domain_model"": [""cost_constraint_failed""], ""safety_guarded_model"": [""model_class_not_allowed"", ""cost_constraint_failed""]}",0.6674,0.79,0.5353,0.1261,0.5735,0.96,selected highest utility model after hard constraints,"{""risk_level"": ""low"", ""safety_required"": false, ""max_latency_ms"": 1600, ""max_cost_usd"": 0.003, ""min_quality_score"": 0.65, ""constraint_violation_flag"": false}",False,2026-01-15T12:00:00+00:00
route_task_00025,task_00025,balanced_general_model,fallback_model,"[""accurate_large_model"", ""cheap_batch_model"", ""code_specialist_model"", ""experimental_canary_model"", ""fallback_model"", ""fast_small_model"", ""finance_domain_model"", ""healthcare_domain_model"", ""safety_guarded_model""]","{""accurate_large_model"": [""latency_constraint_failed"", ""cost_constraint_failed""], ""cheap_batch_model"": [""unsupported_domain"", ""quality_bar_failed""], ""code_specialist_model"": [""unsupported_domain"", ""cost_constraint_failed"", ""quality_bar_failed""], ""experimental_canary_model"": [""cost_constraint_failed""], ""fallback_model"": [""quality_bar_failed""], ""fast_small_model"": [""quality_bar_failed""], ""finance_domain_model"": [""cost_constraint_failed"", ""quality_bar_failed""], ""healthcare_domain_model"": [""unsupported_domain"", ""latency_constraint_failed"", ""cost_constraint_failed""], ""safety_guarded_model"": [""model_class_not_allowed"", ""latency_constraint_failed"", ""cost_constraint_failed""]}",0.624,0.79,0.1739,0.1261,0.5735,0.96,selected highest utility model after hard constraints,"{""risk_level"": ""medium"", ""safety_required"": false, ""max_latency_ms"": 900, ""max_cost_usd"": 0.003, ""min_quality_score"": 0.76, ""constraint_violation_flag"": false}",False,2026-01-15T12:00:00+00:00
route_task_00026,task_00026,balanced_general_model,fallback_model,"[""accurate_large_model"", ""cheap_batch_model"", ""code_specialist_model"", ""experimental_canary_model"", ""fallback_model"", ""fast_small_model"", ""finance_domain_model"", ""healthcare_domain_model"", ""safety_guarded_model""]","{""accurate_large_model"": [""cost_constraint_failed""], ""cheap_batch_model"": [""unsupported_domain"", ""quality_bar_failed""], ""code_specialist_model"": [""unsupported_domain"", ""cost_constraint_failed""], ""experimental_canary_model"": [""cost_constraint_failed""], ""fallback_model"": [""quality_bar_failed""], ""fast_small_model"": [""quality_bar_failed""], ""finance_domain_model"": [""unsupported_domain"", ""cost_constraint_failed""], ""healthcare_domain_model"": [""cost_constraint_failed""], ""safety_guarded_model"": [""model_class_not_allowed"", ""cost_constraint_failed""]}",0.6674,0.79,0.5353,0.1261,0.5735,0.96,selected highest utility model after hard constraints,"{""risk_level"": ""low"", ""safety_required"": false, ""max_latency_ms"": 1600, ""max_cost_usd"": 0.003, ""min_quality_score"": 0.65, ""constraint_violation_flag"": false}",False,2026-01-15T12:00:00+00:00
route_task_00027,task_00027,fallback_model,fallback_model,"[""accurate_large_model"", ""balanced_general_model"", ""cheap_batch_model"", ""code_specialist_model"", ""experimental_canary_model"", ""fallback_model"", ""fast_small_model"", ""finance_domain_model"", ""healthcare_domain_model"", ""safety_guarded_model""]","{""accurate_large_model"": [""safety_gate_failed"", ""cost_constraint_failed""], ""balanced_general_model"": [""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""cheap_batch_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""code_specialist_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""experimental_canary_model"": [""model_class_not_allowed"", ""safety_gate_failed""], ""fallback_model"": [""quality_bar_failed""], ""fast_small_model"": [""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""finance_domain_model"": [""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""healthcare_domain_model"": [""model_class_not_allowed"", ""quality_bar_failed""], ""safety_guarded_model"": [""quality_bar_failed""]}",0.6127,0.62,0.0,0.0,1.0,0.99,fallback selected because no model satisfied all constraints,"{""risk_level"": ""high"", ""safety_required"": true, ""max_latency_ms"": 1600, ""max_cost_usd"": 0.0065, ""min_quality_score"": 0.86, ""constraint_violation_flag"": true}",True,2026-01-15T12:00:00+00:00
route_task_00028,task_00028,fallback_model,fallback_model,"[""accurate_large_model"", ""balanced_general_model"", ""cheap_batch_model"", ""code_specialist_model"", ""experimental_canary_model"", ""fallback_model"", ""fast_small_model"", ""finance_domain_model"", ""healthcare_domain_model"", ""safety_guarded_model""]","{""accurate_large_model"": [""safety_gate_failed"", ""cost_constraint_failed""], ""balanced_general_model"": [""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""cheap_batch_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""code_specialist_model"": [""unsupported_task_type"", ""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""experimental_canary_model"": [""model_class_not_allowed"", ""safety_gate_failed""], ""fallback_model"": [""quality_bar_failed""], ""fast_small_model"": [""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""finance_domain_model"": [""unsupported_domain"", ""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""healthcare_domain_model"": [""unsupported_domain"", ""model_class_not_allowed"", ""quality_bar_failed""], ""safety_guarded_model"": [""quality_bar_failed""]}",0.6127,0.62,0.0,0.0,1.0,0.99,fallback selected because no model satisfied all constraints,"{""risk_level"": ""high"", ""safety_required"": true, ""max_latency_ms"": 1600, ""max_cost_usd"": 0.0065, ""min_quality_score"": 0.86, ""constraint_violation_flag"": true}",True,2026-01-15T12:00:00+00:00
route_task_00029,task_00029,fallback_model,fallback_model,"[""accurate_large_model"", ""balanced_general_model"", ""cheap_batch_model"", ""code_specialist_model"", ""experimental_canary_model"", ""fallback_model"", ""fast_small_model"", ""finance_domain_model"", ""healthcare_domain_model"", ""safety_guarded_model""]","{""accurate_large_model"": [""safety_gate_failed"", ""cost_constraint_failed""], ""balanced_general_model"": [""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""cheap_batch_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""code_specialist_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""experimental_canary_model"": [""model_class_not_allowed"", ""safety_gate_failed""], ""fallback_model"": [""quality_bar_failed""], ""fast_small_model"": [""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""finance_domain_model"": [""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""healthcare_domain_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""quality_bar_failed""], ""safety_guarded_model"": [""quality_bar_failed""]}",0.6127,0.62,0.0,0.0,1.0,0.99,fallback selected because no model satisfied all constraints,"{""risk_level"": ""high"", ""safety_required"": true, ""max_latency_ms"": 1600, ""max_cost_usd"": 0.0065, ""min_quality_score"": 0.86, ""constraint_violation_flag"": true}",True,2026-01-15T12:00:00+00:00
route_task_00030,task_00030,fallback_model,fallback_model,"[""accurate_large_model"", ""balanced_general_model"", ""cheap_batch_model"", ""code_specialist_model"", ""experimental_canary_model"", ""fallback_model"", ""fast_small_model"", ""finance_domain_model"", ""healthcare_domain_model"", ""safety_guarded_model""]","{""accurate_large_model"": [""safety_gate_failed"", ""cost_constraint_failed""], ""balanced_general_model"": [""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""cheap_batch_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""code_specialist_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""experimental_canary_model"": [""model_class_not_allowed"", ""safety_gate_failed""], ""fallback_model"": [""quality_bar_failed""], ""fast_small_model"": [""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""finance_domain_model"": [""unsupported_task_type"", ""unsupported_domain"", ""model_class_not_allowed"", ""safety_gate_failed"", ""quality_bar_failed""], ""healthcare_domain_model"": [""quality_bar_failed""], ""safety_guarded_model"": [""quality_bar_failed""]}",0.6127,0.62,0.0,0.0,1.0,0.99,fallback selected because no model satisfied all constraints,"{""risk_level"": ""high"", ""safety_required"": true, ""max_latency_ms"": 1600, ""max_cost_usd"": 0.0065, ""min_quality_score"": 0.86, ""constraint_violation_flag"": true}",True,2026-01-15T12:00:00+00:00
